Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
STC-CTRL_R1_001 - polya	(1, 0.013276320164086317)	(2, 0.019492563291762324)	(3, 0.026918301688624163)	(4, 0.03279701125280645)	(5, 0.039097637771355886)	(6, 0.04601707582297715)	(7, 0.052205191153695346)	(8, 0.059180884799232225)	(9, 0.06404699367293336)	(10, 0.07394797820208246)	(12, 0.08600073919850405)	(14, 0.09687213272269761)	(16, 0.10660435047009986)	(18, 0.11554898990268345)	(20, 0.12476084340636623)	(22, 0.13474621132638875)	(24, 0.1438736814391981)	(26, 0.1525229790037247)	(28, 0.16118634046673014)	(30, 0.17159362534111988)	(32, 0.1809601817280706)	(34, 0.1913955943994181)	(36, 0.19974955009588766)	(38, 0.20851135884824545)	(40, 0.21732942319451892)	(42, 0.2269210019571321)	(44, 0.2361328554608149)	(46, 0.24565411473103357)	(48, 0.25632861367652243)	(50, 0.2657373617589099)	(52, 0.2744991705112677)	(54, 0.283781343507345)	(56, 0.29172744614792634)	(58, 0.3008830440576935)	(60, 0.3103902394294332)	(62, 0.3202490322631457)	(64, 0.3307266366299299)	(66, 0.3407963879408259)	(68, 0.3511896089167367)	(70, 0.35986703427822103)	(72, 0.37048527762979433)	(74, 0.38072379572243714)	(76, 0.3903153744850504)	(78, 0.40007572002941044)	(80, 0.4085984425076269)	(82, 0.41726180397063234)	(84, 0.42939894835792736)	(86, 0.4400312556079795)	(88, 0.4492290452131834)	(90, 0.45796272616858336)	(92, 0.46766681611902783)	(94, 0.47641456097290674)	(96, 0.48675152635490193)	(98, 0.49734164190951735)	(100, 0.5080302047534853)	(102, 0.5182546589476491)	(104, 0.5280009405935302)	(106, 0.538703567335977)	(108, 0.5477747818548707)	(110, 0.5576195107901042)	(112, 0.5716412175735726)	(114, 0.5817812883768629)	(116, 0.5913025476470817)	(118, 0.6001628036887918)	(120, 0.6099372131316307)	(122, 0.622046229721968)	(124, 0.6327488564644146)	(126, 0.6424107547194224)	(128, 0.6542384933401815)	(130, 0.6649973756765438)	(132, 0.6755874912311592)	(134, 0.6867120349279732)	(136, 0.6980053454065338)	(138, 0.708651716555065)
STC-CTRL_R2_001 - illumina_universal_adapter	(1, 2.812779695780999e-05)	(2, 2.812779695780999e-05)	(3, 2.812779695780999e-05)	(4, 2.812779695780999e-05)	(5, 2.812779695780999e-05)	(6, 2.812779695780999e-05)	(7, 2.812779695780999e-05)	(8, 2.812779695780999e-05)	(9, 2.812779695780999e-05)	(10, 2.812779695780999e-05)	(12, 2.812779695780999e-05)	(14, 2.812779695780999e-05)	(16, 4.2191695436714986e-05)	(18, 8.438339087342997e-05)	(20, 0.00012657508631014496)	(22, 0.00016876678174685994)	(24, 0.00016876678174685994)	(26, 0.00018283068022576494)	(28, 0.00021095847718357493)	(30, 0.0002531501726202899)	(32, 0.0002812779695780999)	(34, 0.0003515974619726249)	(36, 0.0005344281421983898)	(38, 0.0005906837361140099)	(40, 0.0006891310254663448)	(42, 0.0007735144163397748)	(44, 0.0009422811980866348)	(46, 0.0010547923859178746)	(48, 0.0011954313707069246)	(50, 0.0013360703554959746)	(52, 0.0014485815433272146)	(54, 0.0016173483250740747)	(56, 0.0018001790052998394)	(58, 0.0020533291779201296)	(60, 0.0023908627414138493)	(62, 0.002559629523160709)	(64, 0.0027987157973020944)	(66, 0.0030237381729645743)	(68, 0.0033893995334161042)	(70, 0.0039238276756144936)	(72, 0.004134786152798069)	(74, 0.004556703107165218)	(76, 0.004908300569137844)	(78, 0.005330217523504994)	(80, 0.0059209012596190035)	(82, 0.0065115849957330125)	(84, 0.0073413550059884085)	(86, 0.008550850275174238)	(88, 0.009900984529149117)	(90, 0.011026096407461517)	(92, 0.012784083717324642)	(94, 0.015020243575470535)	(96, 0.01705950885491176)	(98, 0.019970735840045092)	(100, 0.023486710459771343)	(102, 0.02783245508975299)	(104, 0.03241728599387601)	(106, 0.03704430859343576)	(108, 0.04326055172111177)	(110, 0.050686290117973605)	(112, 0.05812609241331435)	(114, 0.06556589470865509)	(116, 0.07470742871994335)	(118, 0.08452402985821902)	(120, 0.0957048291489485)	(122, 0.10867174354649892)	(124, 0.1219199359136274)	(126, 0.13708081847388698)	(128, 0.15363402698355816)	(130, 0.1719874144985292)	(132, 0.18991888505913307)	(134, 0.20904578699044385)	(136, 0.23073231844491537)	(138, 0.25344551448834696)
STC-CTRL_R2_001 - polya	(1, 0.017214211738179715)	(2, 0.023993010805011924)	(3, 0.03175628276536748)	(4, 0.03842257064436845)	(5, 0.047001548716500495)	(6, 0.054061625752910805)	(7, 0.06089668041365863)	(8, 0.06877246356184544)	(9, 0.07594505178608697)	(10, 0.08507252189889632)	(12, 0.0968440049257398)	(14, 0.1081091876073427)	(16, 0.11895245333457846)	(18, 0.1297253995694197)	(20, 0.13951387291073758)	(22, 0.14897887658704062)	(24, 0.15824698568463902)	(26, 0.1672056890157015)	(28, 0.17613626454980616)	(30, 0.18568565161698267)	(32, 0.1945459076586928)	(34, 0.20468597846198333)	(36, 0.21409472654437076)	(38, 0.222054893083431)	(40, 0.2308870213281833)	(42, 0.2396488300805411)	(44, 0.24952168681273246)	(46, 0.2605759110171518)	(48, 0.27037844825694857)	(50, 0.2798856436286883)	(52, 0.2896178613760906)	(54, 0.29958916539763425)	(56, 0.30905416907393723)	(58, 0.31792848901412635)	(60, 0.32736536489347157)	(62, 0.3362256209351817)	(64, 0.3455077939312591)	(66, 0.3551556282877879)	(68, 0.3650144211215003)	(70, 0.374085635640394)	(72, 0.3827771249003573)	(74, 0.39189053111468775)	(76, 0.4013414708925119)	(78, 0.41051113270075795)	(80, 0.41990581688466644)	(82, 0.42966616242902655)	(84, 0.43937025237947097)	(86, 0.4486524253755483)	(88, 0.4586518571940497)	(90, 0.4692419727486652)	(92, 0.4794101713489135)	(94, 0.489114261299358)	(96, 0.4972291307216862)	(98, 0.5058643643877339)	(100, 0.5145980453431338)	(102, 0.5230926400243925)	(104, 0.5323748130204697)	(106, 0.5426414589100703)	(108, 0.5524158683529093)	(110, 0.5620777666079171)	(112, 0.5734554604773512)	(114, 0.582962655849091)	(116, 0.5920479342664635)	(118, 0.601611385232119)	(120, 0.6117795838323673)	(122, 0.6225947217626453)	(124, 0.6331145178248663)	(126, 0.6438171445673129)	(128, 0.6536196818071096)	(130, 0.6629581103971026)	(132, 0.6734357147638868)	(134, 0.6833507631915148)	(136, 0.6925485527967187)	(138, 0.7040809495494209)
STC-CTRL_R2_001 - polyg	(1, 0.17745827100682324)	(2, 0.18302757480446963)	(3, 0.1866279328150693)	(4, 0.18870938978994725)	(5, 0.19036892981045803)	(6, 0.19264728136404063)	(7, 0.1948412495267498)	(8, 0.1965007895472606)	(9, 0.1984134797403917)	(10, 0.20142315401487734)	(12, 0.20537510948744966)	(14, 0.20811756969083614)	(16, 0.20953802343720554)	(18, 0.21049436853377107)	(20, 0.21152103312273113)	(22, 0.2122382919451553)	(24, 0.21295555076757944)	(26, 0.21341965941738333)	(28, 0.21378532077783485)	(30, 0.21415098213828637)	(32, 0.2145307073972168)	(34, 0.21476979367135818)	(36, 0.21488230485918944)	(38, 0.21503700774245738)	(40, 0.21521983842268316)	(42, 0.21531828571203548)	(44, 0.21541673300138783)	(46, 0.21555737198617686)	(48, 0.21557143588465577)	(50, 0.21562769147857141)	(52, 0.21575426656488156)	(54, 0.21582458605727606)	(56, 0.2158667777527128)	(58, 0.2159089694481495)	(60, 0.2159511611435862)	(62, 0.2159652250420651)	(64, 0.2159652250420651)	(66, 0.21599335283902293)	(68, 0.21602148063598073)	(70, 0.21606367233141746)	(72, 0.216133991823812)	(74, 0.21619024741772758)	(76, 0.21630275860555886)	(78, 0.21637307809795336)	(80, 0.21642933369186898)	(82, 0.2164574614888268)	(84, 0.21652778098122133)	(86, 0.21673873945840488)	(88, 0.21687937844319394)	(90, 0.217020017427983)	(92, 0.2171184647173353)	(94, 0.21717472031125096)	(96, 0.21727316760060328)	(98, 0.21744193438235015)	(100, 0.21752631777322357)	(102, 0.2175966372656181)	(104, 0.21776540404736497)	(106, 0.21782165964128058)	(108, 0.2178919791336751)	(110, 0.21803261811846414)	(112, 0.21828576829108445)	(114, 0.21848266286978912)	(116, 0.2186373657530571)	(118, 0.21877800473784614)	(120, 0.2189748993165508)	(122, 0.21915772999677657)	(124, 0.21943900796635465)	(126, 0.21973434983441165)	(128, 0.22002969170246867)	(130, 0.22029690577356786)	(132, 0.22060631154010377)	(134, 0.22090165340816076)	(136, 0.22137982595644354)	(138, 0.221759551215374)
WT-37-55-1_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.310801124480494e-05)	(12, 3.310801124480494e-05)	(14, 6.621602248960988e-05)	(16, 6.621602248960988e-05)	(18, 6.621602248960988e-05)	(20, 0.0001655400562240247)	(22, 0.00019864806746882962)	(24, 0.00024831008433603703)	(26, 0.00029797210120324443)	(28, 0.0003310801124480494)	(30, 0.0003807421293152568)	(32, 0.00046351215742726915)	(34, 0.000562836191161684)	(36, 0.0005959442024064889)	(38, 0.0005959442024064889)	(40, 0.0005959442024064889)	(42, 0.0005959442024064889)	(44, 0.0006290522136512939)	(46, 0.000811146275497721)	(48, 0.000844254286742526)	(50, 0.0009435783204769408)	(52, 0.0010594563598337581)	(54, 0.0011091183767009654)	(56, 0.0011918884048129777)	(58, 0.0012746584329249903)	(60, 0.0014733065003938199)	(62, 0.0016057385453730395)	(64, 0.001688508573485052)	(66, 0.0018540486297090766)	(68, 0.0020858047084227112)	(70, 0.0023672228040035534)	(72, 0.002466546837737968)	(74, 0.00261553288833959)	(76, 0.0028638429726756272)	(78, 0.003277693113235689)	(80, 0.003559111208816531)	(82, 0.0040060693606213975)	(84, 0.004486135523671069)	(86, 0.005247619782301583)	(88, 0.006042212052176902)	(90, 0.006919574350164232)	(92, 0.007896260681885979)	(94, 0.009270243148545382)	(96, 0.01105807575576485)	(98, 0.012713476318005096)	(100, 0.014733065003938197)	(102, 0.01696785576296253)	(104, 0.020460750949289452)	(106, 0.02468202238300208)	(108, 0.029350251968519578)	(110, 0.03446543970584194)	(112, 0.03991170755561235)	(114, 0.04573871753469802)	(116, 0.053254236087268744)	(118, 0.06123326679726673)	(120, 0.06984134972091602)	(122, 0.08015449522367277)	(124, 0.09159331310875286)	(126, 0.10351219715688265)	(128, 0.1173513458572111)	(130, 0.13325974526033987)	(132, 0.15054212713012805)	(134, 0.16914882944970844)	(136, 0.18929505429217225)	(138, 0.21146086782056916)
WT-37-55-1_R1_001 - polya	(1, 0.01688508573485052)	(2, 0.023341147927587482)	(3, 0.029995858187793274)	(4, 0.03668367645924387)	(5, 0.04409987097808018)	(6, 0.05148295748567168)	(7, 0.05836942382459111)	(8, 0.06588494237716183)	(9, 0.07197681644620593)	(10, 0.08248861001643151)	(12, 0.09641052874487198)	(14, 0.1079817786749313)	(16, 0.11973512266683706)	(18, 0.1294688779728097)	(20, 0.14170228812776514)	(22, 0.15234651374296992)	(24, 0.16224580910516662)	(26, 0.17345287091153308)	(28, 0.18356736834682097)	(30, 0.19397983788331213)	(32, 0.20326663503747994)	(34, 0.2145564668719584)	(36, 0.22481995035784794)	(38, 0.23437161160197417)	(40, 0.24379084080112118)	(42, 0.25390533823640904)	(44, 0.26506273802590835)	(46, 0.2748627093543706)	(48, 0.2853082869021065)	(50, 0.2961677145904026)	(52, 0.3076396404867275)	(54, 0.3170754236914969)	(56, 0.3278686353573033)	(58, 0.3378175927363672)	(60, 0.3477831041210535)	(62, 0.3566394971290388)	(64, 0.3678962209522725)	(66, 0.37819281244940683)	(68, 0.38786035173288985)	(70, 0.39810728121315697)	(72, 0.407692050468528)	(74, 0.4177072238700815)	(76, 0.4290963797382944)	(78, 0.43854871694868625)	(80, 0.44810037819281245)	(82, 0.45751960739195946)	(84, 0.4679320769284506)	(86, 0.47834454646494173)	(88, 0.4892039741532378)	(90, 0.5000137398246666)	(92, 0.5105586414061369)	(94, 0.5220636753137067)	(96, 0.5321781727489946)	(98, 0.543219694499137)	(100, 0.554526080339238)	(102, 0.564193619622721)	(104, 0.5756820995246683)	(106, 0.5884783458707854)	(108, 0.600347567902048)	(110, 0.612398883995157)	(112, 0.622645813475424)	(114, 0.6320650426745711)	(116, 0.642262310137971)	(118, 0.6547605843828849)	(120, 0.6659842001948737)	(122, 0.6771415999843731)	(124, 0.6886300798863203)	(126, 0.699141873456546)	(128, 0.709968193133597)	(130, 0.7205462027263123)	(132, 0.7310911043077826)	(134, 0.7419505319960786)	(136, 0.7529754997405987)	(138, 0.7630403351590194)
WT-37-55-1_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.310801124480494e-05)	(12, 3.310801124480494e-05)	(14, 6.621602248960988e-05)	(16, 6.621602248960988e-05)	(18, 6.621602248960988e-05)	(20, 8.277002811201235e-05)	(22, 9.932403373441481e-05)	(24, 0.00014898605060162222)	(26, 0.00019864806746882962)	(28, 0.00023175607871363458)	(30, 0.00031452610682564694)	(32, 0.00036418812369285434)	(34, 0.0004304041461824642)	(36, 0.00046351215742726915)	(38, 0.00046351215742726915)	(40, 0.0004966201686720741)	(42, 0.0005297281799168791)	(44, 0.000562836191161684)	(46, 0.0007780382642529161)	(48, 0.0008773622979873309)	(50, 0.0009435783204769408)	(52, 0.001125672382323368)	(54, 0.0011918884048129777)	(56, 0.0012912124385473928)	(58, 0.0013408744554146)	(60, 0.0015229685172610272)	(62, 0.0016388465566178445)	(64, 0.001721616584729857)	(66, 0.001903710646576284)	(68, 0.0021851287421571263)	(70, 0.0025162088546051755)	(72, 0.0026320868939619926)	(74, 0.0028638429726756272)	(76, 0.003095599051389262)	(78, 0.0035425572031941286)	(80, 0.003873637315642178)	(82, 0.0043702574843142526)	(84, 0.004833769641741521)	(86, 0.005661469922861645)	(88, 0.006489170203981768)	(90, 0.007399640513213904)	(92, 0.00844254286742526)	(94, 0.009833079339707066)	(96, 0.011620911946926533)	(98, 0.013259758503544378)	(100, 0.015329009206344685)	(102, 0.017447921926012203)	(104, 0.02092426310671672)	(106, 0.025261412579786167)	(108, 0.029797210120324442)	(110, 0.03479651981828999)	(112, 0.040077247611836384)	(114, 0.04597047361341166)	(116, 0.053452884154737576)	(118, 0.06153123889846998)	(120, 0.07015587582774166)	(122, 0.08045246732487601)	(124, 0.09184162319308889)	(126, 0.10357841317937225)	(128, 0.11713614378411988)	(130, 0.1326638010579334)	(132, 0.14971442684900793)	(134, 0.16802315706738508)	(136, 0.18777208577491122)	(138, 0.20950749515712563)
WT-37-55-1_R2_001 - polya	(1, 0.021487099297878405)	(2, 0.03029383028899652)	(3, 0.038736373156421776)	(4, 0.04602013563027887)	(5, 0.05436335446396971)	(6, 0.06270657329766055)	(7, 0.0703876319064553)	(8, 0.07803558250400525)	(9, 0.08422678060678376)	(10, 0.09531796437379342)	(12, 0.10887569497854105)	(14, 0.12052971493671238)	(16, 0.1313560346137636)	(18, 0.14176850415025474)	(20, 0.15173401553494104)	(22, 0.16138500081280166)	(24, 0.1702082858095422)	(26, 0.18007447316049408)	(28, 0.1903710646576284)	(30, 0.20075042618287475)	(32, 0.20940817112339122)	(34, 0.21866186026631423)	(36, 0.22824662952168526)	(38, 0.2373347786083842)	(40, 0.2466546837737968)	(42, 0.2563222230572798)	(44, 0.266569152537547)	(46, 0.2769319600571709)	(48, 0.286765039396878)	(50, 0.29586974248919934)	(52, 0.30538829572208076)	(54, 0.3141619187019541)	(56, 0.32293554168182736)	(58, 0.33200713676290394)	(60, 0.3418567701082334)	(62, 0.3519381595322765)	(64, 0.36235062906876764)	(66, 0.37304451670083966)	(68, 0.38236442186625225)	(70, 0.391568448992308)	(72, 0.40133531230952546)	(74, 0.4105724474468261)	(76, 0.4204551888034003)	(78, 0.430023404053149)	(80, 0.43964128131976477)	(82, 0.44955713068758385)	(84, 0.4607973005051952)	(86, 0.47099456796859507)	(88, 0.4798675149822028)	(90, 0.4898330263668891)	(92, 0.500195833886513)	(94, 0.5107738434792282)	(96, 0.5198785465715496)	(98, 0.5292646677594518)	(100, 0.5394288272116069)	(102, 0.5494771086244052)	(104, 0.559012215862909)	(106, 0.5701696156524083)	(108, 0.5801351270370945)	(110, 0.5896702342755984)	(112, 0.6003310138964255)	(114, 0.6105779433766927)	(116, 0.6214704790762335)	(118, 0.6311545723653389)	(120, 0.6413352858231165)	(122, 0.6516153233146285)	(124, 0.6622264409185884)	(126, 0.6729203285506604)	(128, 0.6833990141096411)	(130, 0.6932486474549706)	(132, 0.7032141588396569)	(134, 0.7150999348765419)	(136, 0.7244198400419545)	(138, 0.734848863584068)
WT-37-55-1_R2_001 - polyg	(1, 0.24509860724529098)	(2, 0.24834319234728186)	(3, 0.2507269691569078)	(4, 0.2540708782926331)	(5, 0.25671951919221747)	(6, 0.2587059998669058)	(7, 0.261387748777735)	(8, 0.26423503774478824)	(9, 0.26698300267810704)	(10, 0.2715353542242677)	(12, 0.27737891820897576)	(14, 0.2807559353559459)	(16, 0.28259342998003256)	(18, 0.28376876437922316)	(20, 0.2848613287503017)	(22, 0.2857552450539115)	(24, 0.2868643634306124)	(26, 0.287344429593662)	(28, 0.2876589557004877)	(30, 0.2879403737960685)	(32, 0.28820523788602703)	(34, 0.28866875004345427)	(36, 0.2889832761502799)	(38, 0.2891653702121263)	(40, 0.28931435626272795)	(42, 0.2894136802964624)	(44, 0.28952955833581917)	(46, 0.2896785443864208)	(48, 0.2896950983920432)	(50, 0.2897778684201552)	(52, 0.28986063844826726)	(54, 0.28986063844826726)	(56, 0.28989374645951205)	(58, 0.289976516487624)	(60, 0.29002617850449125)	(62, 0.2900923945269809)	(64, 0.2901751645550929)	(66, 0.2902082725663377)	(68, 0.29024138057758253)	(70, 0.2904234746394289)	(72, 0.29045658265067376)	(74, 0.29047313665629615)	(76, 0.29050624466754094)	(78, 0.2906386767125202)	(80, 0.2907711087574994)	(82, 0.2908207707743666)	(84, 0.29085387878561136)	(86, 0.2911187428755698)	(88, 0.29135049895428344)	(90, 0.2914829309992627)	(92, 0.29168157906673153)	(94, 0.29194644315668994)	(96, 0.2920954292072916)	(98, 0.29216164522978116)	(100, 0.2923271852860052)	(102, 0.29247617133660686)	(104, 0.29250927934785165)	(106, 0.29279069744343245)	(108, 0.29307211553901336)	(110, 0.29341974965708373)	(112, 0.2935025196851958)	(114, 0.2935356276964406)	(116, 0.29365150573579746)	(118, 0.293800491786399)	(120, 0.29398258584824544)	(122, 0.2942640039438263)	(124, 0.29457853005065193)	(126, 0.2949096101631)	(128, 0.29515792024743603)	(130, 0.2953234603036601)	(132, 0.2955717703879961)	(134, 0.2958366344779545)	(136, 0.29625048461851455)	(138, 0.29653190271409546)
WT-37-55-2_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.034390262034771e-05)	(5, 3.034390262034771e-05)	(6, 3.034390262034771e-05)	(7, 3.034390262034771e-05)	(8, 3.034390262034771e-05)	(9, 3.034390262034771e-05)	(10, 6.068780524069542e-05)	(12, 6.068780524069542e-05)	(14, 0.00015171951310173856)	(16, 0.00018206341572208625)	(18, 0.00021240731834243397)	(20, 0.00022757926965260783)	(22, 0.0002427512209627817)	(24, 0.0002427512209627817)	(26, 0.0002427512209627817)	(28, 0.0002579231722729555)	(30, 0.0003034390262034771)	(32, 0.0003944707340645202)	(34, 0.00045515853930521566)	(36, 0.0004855024419255634)	(38, 0.0006068780524069541)	(40, 0.0007434256141985189)	(42, 0.0008192853707493881)	(44, 0.0008951451273002574)	(46, 0.001031692689091822)	(48, 0.0011075524456426915)	(50, 0.00125927195874443)	(52, 0.001471679277086864)	(54, 0.0015475390336377333)	(56, 0.001668914644119124)	(58, 0.0017447744006699934)	(60, 0.0018054622059106888)	(62, 0.0019116658650819057)	(64, 0.002002697572942949)	(66, 0.0021392451347345136)	(68, 0.002397168307007469)	(70, 0.0026702634305905987)	(72, 0.0030192183107245973)	(74, 0.0032771414829975525)	(76, 0.0035198927039603346)	(78, 0.003899191486714681)	(80, 0.004202630512918158)	(82, 0.004506069539121635)	(84, 0.005006743932357373)	(86, 0.005704653692625369)	(88, 0.006599798819925627)	(90, 0.007464600044605536)	(92, 0.008420432977146489)	(94, 0.00948246956885866)	(96, 0.010878289089394654)	(98, 0.012759611051856213)	(100, 0.014580245209077074)	(102, 0.017250508639667674)	(104, 0.020163523291221053)	(106, 0.023546868433389823)	(108, 0.027248824553072246)	(110, 0.03166386238433284)	(112, 0.03629130753393586)	(114, 0.042056649031801924)	(116, 0.04791302223752904)	(118, 0.05555968569785666)	(120, 0.06446562111692872)	(122, 0.07364465165958389)	(124, 0.08309677732582221)	(126, 0.09483986763989677)	(128, 0.10781188601009542)	(130, 0.12172456536152484)	(132, 0.13727581545445305)	(134, 0.15464769970460213)	(136, 0.17417400104079586)	(138, 0.1950354340922849)
WT-37-55-2_R1_001 - polya	(1, 0.017174648883116803)	(2, 0.023637900141250865)	(3, 0.031223875796337796)	(4, 0.03884019535404507)	(5, 0.045819292956725044)	(6, 0.055074183255931095)	(7, 0.061446402806204115)	(8, 0.06885031504556896)	(9, 0.07543494191418441)	(10, 0.08635874685750959)	(12, 0.09925490547115737)	(14, 0.11272759823459175)	(16, 0.12392449830150006)	(18, 0.13477244348827436)	(20, 0.14518040208705363)	(22, 0.15536078141618026)	(24, 0.1662694144081953)	(26, 0.17602497910063708)	(28, 0.18741911453457766)	(30, 0.19779672923073655)	(32, 0.20828054758606668)	(34, 0.21921952448070203)	(36, 0.2293543879558982)	(38, 0.23962579899288589)	(40, 0.24847104660671723)	(42, 0.2584390186175014)	(44, 0.26889249307021124)	(46, 0.2815155565602759)	(48, 0.29378966517020655)	(50, 0.30357557376526867)	(52, 0.31360423358129363)	(54, 0.32319290680932344)	(56, 0.33243262515721933)	(58, 0.34411502766605323)	(60, 0.353961624066356)	(62, 0.3634440936352147)	(64, 0.37374584857482274)	(66, 0.38359244497512557)	(68, 0.39474382918810336)	(70, 0.4041807829030315)	(72, 0.4138756597902326)	(74, 0.4240560391193593)	(76, 0.4345853733286199)	(78, 0.44604019656780114)	(80, 0.4574039880991214)	(82, 0.4701029113457369)	(84, 0.48187634556243186)	(86, 0.4932704809963724)	(88, 0.5050590871643774)	(90, 0.5162559872312857)	(92, 0.5273466836390228)	(94, 0.537997393458765)	(96, 0.5486329313271967)	(98, 0.5604822253004426)	(100, 0.5725439265920308)	(102, 0.5831794644604626)	(104, 0.5943915364786811)	(106, 0.6061801426466862)	(108, 0.6165881012454655)	(110, 0.6280884403385772)	(112, 0.6399073904092027)	(114, 0.6507249916933566)	(116, 0.660268149067456)	(118, 0.6713891893778134)	(120, 0.6823129943211386)	(122, 0.6937678175603199)	(124, 0.7080142798405731)	(126, 0.7197270262520274)	(128, 0.7315308043713427)	(130, 0.7413622288203352)	(132, 0.7536666813328863)	(134, 0.7658649301862661)	(136, 0.7783059302606086)	(138, 0.7897910974024103)
WT-37-55-2_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.034390262034771e-05)	(5, 3.034390262034771e-05)	(6, 3.034390262034771e-05)	(7, 3.034390262034771e-05)	(8, 3.034390262034771e-05)	(9, 3.034390262034771e-05)	(10, 6.068780524069542e-05)	(12, 6.068780524069542e-05)	(14, 0.00012137561048139084)	(16, 0.00016689146441191242)	(18, 0.00021240731834243397)	(20, 0.00021240731834243397)	(22, 0.0002579231722729555)	(24, 0.0002882670748933033)	(26, 0.0003034390262034771)	(28, 0.0003792987827543464)	(30, 0.0004703304906153895)	(32, 0.000515846344545911)	(34, 0.0006068780524069543)	(36, 0.0006372219550273019)	(38, 0.0007130817115781711)	(40, 0.0009103170786104313)	(42, 0.001031692689091822)	(44, 0.0011378963482630393)	(46, 0.001244100007434256)	(48, 0.0012896158613647777)	(50, 0.0014109914718461684)	(52, 0.0015930548875682548)	(54, 0.001668914644119124)	(56, 0.0018964939137717319)	(58, 0.0020482134268734707)	(60, 0.0021847609886650353)	(62, 0.0023364805017667737)	(64, 0.002427512209627817)	(66, 0.002609575625349903)	(68, 0.0028978427002432066)	(70, 0.0032467975803772047)	(72, 0.003565408557890856)	(74, 0.0038688475840943336)	(76, 0.004232974415538505)	(78, 0.004748820760084416)	(80, 0.005158463445459111)	(82, 0.005522590276903283)	(84, 0.0061142963780000635)	(86, 0.006918409797439278)	(88, 0.007768039070809014)	(90, 0.008572152490248229)	(92, 0.009543157374099356)	(94, 0.010590022014501353)	(96, 0.011985841535037345)	(98, 0.013882335448809078)	(100, 0.015839517167821504)	(102, 0.018403576939240884)	(104, 0.021255903785553573)	(106, 0.024624076976412168)	(108, 0.028235001388233545)	(110, 0.032695555073424656)	(112, 0.037201624612546294)	(114, 0.04293662220779201)	(116, 0.048929542975310686)	(118, 0.056591378386948485)	(120, 0.06543662600077985)	(122, 0.07452462483557398)	(124, 0.08403743830705299)	(126, 0.09544674569230373)	(128, 0.10811532503629889)	(130, 0.12167904950759433)	(132, 0.1370178922821801)	(134, 0.15390427409040358)	(136, 0.17318782420563456)	(138, 0.19357892676650823)
WT-37-55-2_R2_001 - polya	(1, 0.02215104891285383)	(2, 0.03113284408847675)	(3, 0.03996291975099794)	(4, 0.04906609053710225)	(5, 0.0590188905965763)	(6, 0.06757587113551435)	(7, 0.07649697850589658)	(8, 0.08456845660290907)	(9, 0.09115308347152452)	(10, 0.10127277499541049)	(12, 0.114669608002294)	(14, 0.126974060514845)	(16, 0.13809510082520243)	(18, 0.1490947655250785)	(20, 0.15933583265944584)	(22, 0.16915208515712832)	(24, 0.17945384009673637)	(26, 0.18905768527607641)	(28, 0.19802430850038916)	(30, 0.205777175619888)	(32, 0.21509275372433473)	(34, 0.22560691598228522)	(36, 0.23516524530769478)	(38, 0.2441470404833177)	(40, 0.2536143381008662)	(42, 0.2633395588906876)	(44, 0.2732164991936108)	(46, 0.282926548032122)	(48, 0.2924697054062214)	(50, 0.30230112985521407)	(52, 0.3120263506450355)	(54, 0.3212660689929314)	(56, 0.3309609458801325)	(58, 0.3407468544751946)	(60, 0.34924314720889194)	(62, 0.3580732228714132)	(64, 0.3669791582904852)	(66, 0.3768105827394779)	(68, 0.38735508890004866)	(70, 0.3973382328621431)	(72, 0.4083985853672598)	(74, 0.41895826347914084)	(76, 0.4302158513512898)	(78, 0.4400472758002825)	(80, 0.4494994014665208)	(82, 0.45945220152599486)	(84, 0.47037600646932004)	(86, 0.4812998114126452)	(88, 0.49219327245335004)	(90, 0.5030715615427447)	(92, 0.5129333298943577)	(94, 0.5242060897178169)	(96, 0.5341285458746705)	(98, 0.544020658128904)	(100, 0.5544741325816138)	(102, 0.5635014436111672)	(104, 0.5736514790376734)	(106, 0.5839835778799018)	(108, 0.5944825681865422)	(110, 0.605209137762835)	(112, 0.6164363817323637)	(114, 0.6259643671551529)	(116, 0.634521347694091)	(118, 0.6459003111767214)	(120, 0.6572489307567314)	(122, 0.6683244552131584)	(124, 0.6789296491789698)	(126, 0.6883362589912776)	(128, 0.6983952627099228)	(130, 0.708090139597124)	(132, 0.7183463786828015)	(134, 0.7288757128920622)	(136, 0.7398905495432484)	(138, 0.7504198837525091)
