gene_id	scaffold_id	start	end	strand	product	note
W3030C00870	scaffold_3	139051	140524	-	hypothetical protein	None
W3030C00880	scaffold_3	142077	143013	+	hypothetical protein	None
W3030C00890	scaffold_3	143546	144068	+	hypothetical protein	None
W3030C00900	scaffold_3	144554	144842	+	hypothetical protein	None
W3030C00910	scaffold_3	144994	145915	-	hypothetical protein	None
W3030C00920	scaffold_3	146273	147596	-	hypothetical protein	None
W3030C00930	scaffold_3	147987	148788	-	hypothetical protein	None
W3030C00940	scaffold_3	149065	150754	-	hypothetical protein	None
W3030C00950	scaffold_3	151182	153747	-	hypothetical protein	None
W3030C00960	scaffold_3	157045	157237	-	hypothetical protein	None
W3030C00970	scaffold_3	158983	160372	-	hypothetical protein	None
W3030C00980	scaffold_3	160642	163513	-	hypothetical protein	None
W3030C00990	scaffold_3	164108	165362	-	hypothetical protein	None
W3030C01000	scaffold_3	165666	168654	+	hypothetical protein	None
W3030C01010	scaffold_3	168986	170579	+	hypothetical protein	None
W3030C01020	scaffold_3	171074	172088	+	hypothetical protein	None
W3030C01030	scaffold_3	172446	174741	-	hypothetical protein	None
W3030C01040	scaffold_3	175144	176407	-	hypothetical protein	None
W3030C01050	scaffold_3	176792	178655	-	hypothetical protein	None
W3030C01060	scaffold_3	179896	181303	-	hypothetical protein	None
W3030C01070	scaffold_3	183268	184444	+	hypothetical protein	None
W3030C01080	scaffold_3	185396	186332	+	hypothetical protein	None
W3030C01090	scaffold_3	186556	188152	-	hypothetical protein	None
W3030C01100	scaffold_3	189106	192958	-	hypothetical protein	None
W3030C01110	scaffold_3	194276	194954	-	hypothetical protein	None
W3030C01120	scaffold_3	195652	197176	+	hypothetical protein	None
W3030C01130	scaffold_3	197445	198378	-	hypothetical protein	None
W3030C01140	scaffold_3	198807	199791	+	hypothetical protein	None
W3030C01150	scaffold_3	200510	202370	+	hypothetical protein	None
W3030C01160	scaffold_3	202551	202563	-	hypothetical protein	None
W3030C01170	scaffold_3	203773	204469	+	hypothetical protein	None
W3030C01180	scaffold_3	204940	205438	+	hypothetical protein	None
W3030C01190	scaffold_3	207783	208041	-	hypothetical protein	None
W3030C01200	scaffold_3	208888	210202	+	hypothetical protein	None
W3030C01210	scaffold_3	210750	211596	+	hypothetical protein	None
W3030C01220	scaffold_3	211855	213151	-	hypothetical protein	None
W3030C01230	scaffold_3	213870	214353	+	hypothetical protein	None
W3030C01240	scaffold_3	215524	217225	+	hypothetical protein	None
W3030C01250	scaffold_3	217808	218420	-	hypothetical protein	None
W3030C01260	scaffold_3	218825	220118	+	hypothetical protein	None
W3030C01270	scaffold_3	221061	223317	-	hypothetical protein	None
W3030C01280	scaffold_3	223886	224492	+	hypothetical protein	None
W3030C01290	scaffold_3	224963	225596	+	hypothetical protein	None
W3030C01300	scaffold_3	226042	227425	+	hypothetical protein	None
W3030C01310	scaffold_3	227677	228394	-	hypothetical protein	None
W3030C01320	scaffold_3	229383	232089	-	hypothetical protein	None
W3030C01330	scaffold_3	233208	233358	+	hypothetical protein	None
W3030C01340	scaffold_3	234275	235838	+	hypothetical protein	None
W3030C01350	scaffold_3	236760	241266	+	hypothetical protein	None
W3030CA00100	scaffold_79	747	1485	+	hypothetical protein	None
W3030CA00110	scaffold_79	1669	4414	-	hypothetical protein	None
W3030CA00120	scaffold_79	5090	6200	+	hypothetical protein	None
W3030CA00130	scaffold_79	6706	7561	+	hypothetical protein	None
W3030CA00140	scaffold_79	7679	9074	-	hypothetical protein	None
W3030CA00150	scaffold_79	9465	11124	-	hypothetical protein	None
W3030CA00160	scaffold_79	11394	13149	-	hypothetical protein	None
W3030CA00170	scaffold_79	15032	16856	+	hypothetical protein	None
W3030CA00180	scaffold_79	17237	21875	+	hypothetical protein	None
W3030CA00190	scaffold_79	22432	23378	+	hypothetical protein	None
W3030CA00200	scaffold_79	25280	26516	+	hypothetical protein	None
W3030CA00210	scaffold_79	27706	30871	+	hypothetical protein	None
W3030CA00220	scaffold_79	31257	34092	+	hypothetical protein	None
W3030CA00230	scaffold_79	34260	34740	-	hypothetical protein	None
W3030CA00240	scaffold_79	35054	35603	-	hypothetical protein	None
W3030CA00250	scaffold_79	35752	36358	-	hypothetical protein	None
W3030CA00260	scaffold_79	36527	37799	-	hypothetical protein	None
W3030CA00270	scaffold_79	38072	41828	-	hypothetical protein	None
W3030CA00280	scaffold_79	42442	42622	+	hypothetical protein	None
W3030CA00290	scaffold_79	42793	44743	-	hypothetical protein	None
W3030CA00300	scaffold_79	45554	46811	+	hypothetical protein	None
W3030CA00310	scaffold_79	47204	48664	+	hypothetical protein	None
W3030CA00320	scaffold_79	49233	50814	+	hypothetical protein	None
W3030CA00330	scaffold_79	51235	52174	+	hypothetical protein	None
W3030CA00340	scaffold_79	52363	54370	-	hypothetical protein	None
W3030CA00350	scaffold_79	55873	59482	+	hypothetical protein	None
W3030CB00100	scaffold_80	894	1737	+	hypothetical protein	None
W3030CB00110	scaffold_80	2057	3221	+	hypothetical protein	None
W3030CB00120	scaffold_80	3503	4583	-	hypothetical protein	None
W3030CB00130	scaffold_80	4805	6305	+	hypothetical protein	None
W3030CB00140	scaffold_80	7066	7756	+	hypothetical protein	None
W3030CB00150	scaffold_80	9159	11355	+	hypothetical protein	None
W3030CB00160	scaffold_80	11725	11902	+	hypothetical protein	None
W3030CB00170	scaffold_80	12643	15634	+	hypothetical protein	None
W3030CB00180	scaffold_80	16254	18399	+	hypothetical protein	None
W3030CB00190	scaffold_80	18500	19703	-	hypothetical protein	None
W3030CB00200	scaffold_80	21162	22287	+	hypothetical protein	None
W3030CB00210	scaffold_80	22435	25711	-	hypothetical protein	None
W3030CB00220	scaffold_80	26421	28080	+	hypothetical protein	None
W3030CB00230	scaffold_80	28305	31653	-	hypothetical protein	None
W3030CB00240	scaffold_80	32253	32615	-	hypothetical protein	None
W3030CB00250	scaffold_80	32862	36900	-	hypothetical protein	None
W3030CB00260	scaffold_80	37599	38154	+	hypothetical protein	None
W3030CB00270	scaffold_80	38520	41610	-	hypothetical protein	None
W3030CB00280	scaffold_80	42688	43678	+	hypothetical protein	None
W3030CB00290	scaffold_80	44235	46302	+	hypothetical protein	None
W3030CB00300	scaffold_80	46825	47830	+	hypothetical protein	None
W3030CB00310	scaffold_80	48214	49786	+	hypothetical protein	None
W3030CB00320	scaffold_80	50881	51217	+	hypothetical protein	None
W3030CB00330	scaffold_80	51556	52444	+	hypothetical protein	None
W3030CB00340	scaffold_80	52742	53360	-	hypothetical protein	None
W3030CB00350	scaffold_80	53838	54687	-	hypothetical protein	None
W3030CB00360	scaffold_80	54900	56832	-	hypothetical protein	None
W3030CB00370	scaffold_80	58281	58425	-	hypothetical protein	None
W3030CBtrna2?	scaffold_80	7910	8001	-	None	None
W3030CC00100	scaffold_81	12	414	+	hypothetical protein	None
W3030CC00110	scaffold_81	1017	3879	+	hypothetical protein	None
W3030CC00120	scaffold_81	4145	5018	-	hypothetical protein	None
W3030CC00130	scaffold_81	6481	7435	+	hypothetical protein	None
W3030CC00140	scaffold_81	7718	9467	+	hypothetical protein	None
W3030CC00150	scaffold_81	9655	10906	-	hypothetical protein	None
W3030CC00160	scaffold_81	11778	14928	+	hypothetical protein	None
W3030CC00170	scaffold_81	15527	16379	+	hypothetical protein	None
W3030CC00180	scaffold_81	17109	17907	+	hypothetical protein	None
W3030CC00190	scaffold_81	18370	20182	-	hypothetical protein	None
W3030CC00200	scaffold_81	21893	22613	+	hypothetical protein	None
W3030CC00210	scaffold_81	25656	26130	+	hypothetical protein	None
W3030CC00220	scaffold_81	26331	27714	+	hypothetical protein	None
W3030CC00230	scaffold_81	28341	29085	+	hypothetical protein	None
W3030CC00240	scaffold_81	29488	30040	-	hypothetical protein	None
W3030CC00250	scaffold_81	30311	31280	+	hypothetical protein	None
W3030CC00260	scaffold_81	35118	35580	-	hypothetical protein	None
W3030CC00270	scaffold_81	36177	36744	-	hypothetical protein	None
W3030CC00280	scaffold_81	37357	37852	+	hypothetical protein	None
W3030CC00290	scaffold_81	37989	39555	-	hypothetical protein	None
W3030CC00300	scaffold_81	39868	40639	-	hypothetical protein	None
W3030CC00310	scaffold_81	41425	41512	-	hypothetical protein	None
W3030CC00320	scaffold_81	41806	42964	+	hypothetical protein	None
W3030CC00330	scaffold_81	43111	44041	+	hypothetical protein	None
W3030CC00340	scaffold_81	44309	45089	+	hypothetical protein	None
W3030CC00350	scaffold_81	45301	46585	+	hypothetical protein	None
W3030CC00360	scaffold_81	47213	47342	+	hypothetical protein	None
W3030CC00370	scaffold_81	47467	52378	-	hypothetical protein	None
W3030CC00380	scaffold_81	52895	54038	+	hypothetical protein	None
W3030CC00390	scaffold_81	54388	55882	+	hypothetical protein	None
W3030CC00400	scaffold_81	57079	57337	-	hypothetical protein	None
W3030CCtrna15G	scaffold_81	5880	5951	+	None	None
W3030CCtrna8P	scaffold_81	25011	25083	+	None	None
W3030CD00100	scaffold_82	4854	8376	+	hypothetical protein	None
W3030CD00110	scaffold_82	8641	9481	-	hypothetical protein	None
W3030CD00120	scaffold_82	9636	10890	-	hypothetical protein	None
W3030CD00130	scaffold_82	11407	13108	-	hypothetical protein	None
W3030CD00140	scaffold_82	13450	14101	+	hypothetical protein	None
W3030CD00150	scaffold_82	14386	15436	-	hypothetical protein	None
W3030CD00160	scaffold_82	16355	16742	-	hypothetical protein	None
W3030CD00170	scaffold_82	17410	18841	-	hypothetical protein	None
W3030CD00180	scaffold_82	19066	21301	+	hypothetical protein	None
W3030CD00190	scaffold_82	21872	23261	+	hypothetical protein	None
W3030CD00200	scaffold_82	23591	24794	-	hypothetical protein	None
W3030CD00210	scaffold_82	25004	25760	+	hypothetical protein	None
W3030CD00220	scaffold_82	25903	26875	+	hypothetical protein	None
W3030CD00230	scaffold_82	27044	27299	-	hypothetical protein	None
W3030CD00240	scaffold_82	27981	29937	-	hypothetical protein	None
W3030CD00250	scaffold_82	30479	31667	+	hypothetical protein	None
W3030CD00260	scaffold_82	32093	33275	+	hypothetical protein	None
W3030CD00270	scaffold_82	33488	35351	+	hypothetical protein	None
W3030CD00280	scaffold_82	35877	39798	+	hypothetical protein	None
W3030CD00290	scaffold_82	40024	41011	-	hypothetical protein	None
W3030CD00300	scaffold_82	41195	41768	+	hypothetical protein	None
W3030CD00310	scaffold_82	42721	43615	+	hypothetical protein	None
W3030CD00320	scaffold_82	44163	45579	+	hypothetical protein	None
W3030CD00330	scaffold_82	45907	46264	-	hypothetical protein	None
W3030CD00340	scaffold_82	46566	47439	+	hypothetical protein	None
W3030CD00350	scaffold_82	48198	49938	+	hypothetical protein	None
W3030CD00360	scaffold_82	51108	51822	-	hypothetical protein	None
W3030CD00370	scaffold_82	52210	53047	+	hypothetical protein	None
W3030CD00380	scaffold_82	53358	53685	-	hypothetical protein	None
W3030CDtrna2D	scaffold_82	50628	50700	+	None	None
W3030CE00100	scaffold_83	6363	7059	+	hypothetical protein	None
W3030CE00110	scaffold_83	8998	10489	+	hypothetical protein	None
W3030CE00120	scaffold_83	12232	13741	+	hypothetical protein	None
W3030CE00130	scaffold_83	14719	15811	-	hypothetical protein	None
W3030CE00140	scaffold_83	19246	19786	+	hypothetical protein	None
W3030CE00150	scaffold_83	20236	22123	+	hypothetical protein	None
W3030CE00160	scaffold_83	22376	23819	-	hypothetical protein	None
W3030CE00170	scaffold_83	24273	25848	-	hypothetical protein	None
W3030CE00180	scaffold_83	26959	28834	+	hypothetical protein	None
W3030CE00190	scaffold_83	29114	32231	-	hypothetical protein	None
W3030CE00200	scaffold_83	32625	34533	-	hypothetical protein	None
W3030CE00210	scaffold_83	34979	35204	-	hypothetical protein	None
W3030CE00220	scaffold_83	35831	37505	+	hypothetical protein	None
W3030CE00230	scaffold_83	37599	38301	-	hypothetical protein	None
W3030CE00240	scaffold_83	39747	40953	+	hypothetical protein	None
W3030CE00250	scaffold_83	41050	44119	-	hypothetical protein	None
W3030CE00260	scaffold_83	45300	45672	-	hypothetical protein	None
W3030CE00270	scaffold_83	46354	48556	-	hypothetical protein	None
W3030CE00280	scaffold_83	49024	50554	+	hypothetical protein	None
W3030CE00290	scaffold_83	50831	51602	+	hypothetical protein	None
W3030CE00300	scaffold_83	52123	53305	-	hypothetical protein	None
W3030CEtrna8G	scaffold_83	54343	54414	-	None	None
W3030CF00100	scaffold_84	1	1090	+	hypothetical protein	None
W3030CF00110	scaffold_84	1779	4539	+	hypothetical protein	None
W3030CF00120	scaffold_84	4765	5812	-	hypothetical protein	None
W3030CF00130	scaffold_84	6104	6791	-	hypothetical protein	None
W3030CF00140	scaffold_84	8916	10149	-	hypothetical protein	None
W3030CF00150	scaffold_84	10400	11288	-	hypothetical protein	None
W3030CF00160	scaffold_84	11733	14625	+	hypothetical protein	None
W3030CF00170	scaffold_84	15410	16346	+	hypothetical protein	None
W3030CF00180	scaffold_84	17005	17650	+	hypothetical protein	None
W3030CF00190	scaffold_84	18051	20061	+	hypothetical protein	None
W3030CF00200	scaffold_84	20201	21395	-	hypothetical protein	None
W3030CF00210	scaffold_84	21661	23731	-	hypothetical protein	None
W3030CF00220	scaffold_84	24126	25845	-	hypothetical protein	None
W3030CF00230	scaffold_84	27958	29878	-	hypothetical protein	None
W3030CF00240	scaffold_84	30292	31297	-	hypothetical protein	None
W3030CF00250	scaffold_84	31618	32146	+	hypothetical protein	None
W3030CF00260	scaffold_84	33154	33598	+	hypothetical protein	None
W3030CF00270	scaffold_84	34171	36604	-	hypothetical protein	None
W3030CF00280	scaffold_84	36968	37985	-	hypothetical protein	None
W3030CF00290	scaffold_84	38505	39138	-	hypothetical protein	None
W3030CF00300	scaffold_84	39460	40537	-	hypothetical protein	None
W3030CF00310	scaffold_84	42886	43921	+	hypothetical protein	None
W3030CF00320	scaffold_84	44387	47087	-	hypothetical protein	None
W3030CF00330	scaffold_84	47661	49167	+	hypothetical protein	None
W3030CF00340	scaffold_84	51975	53076	-	hypothetical protein	None
W3030CFtrna12V	scaffold_84	26577	26651	-	None	None
W3030CFtrna6Q	scaffold_84	50609	50681	+	None	None
W3030CG00100	scaffold_85	222	2337	-	hypothetical protein	None
W3030CG00110	scaffold_85	2905	3526	-	hypothetical protein	None
W3030CG00120	scaffold_85	4895	6632	-	hypothetical protein	None
W3030CG00130	scaffold_85	7172	8828	-	hypothetical protein	None
W3030CG00140	scaffold_85	9238	10720	+	hypothetical protein	None
W3030CG00150	scaffold_85	10786	11800	-	hypothetical protein	None
W3030CG00160	scaffold_85	12527	12659	+	hypothetical protein	None
W3030CG00170	scaffold_85	13146	13986	-	hypothetical protein	None
W3030CG00180	scaffold_85	14155	14959	+	hypothetical protein	None
W3030CG00190	scaffold_85	15157	16840	+	hypothetical protein	None
W3030CG00200	scaffold_85	17982	18246	-	hypothetical protein	None
W3030CG00210	scaffold_85	18486	19290	-	hypothetical protein	None
W3030CG00220	scaffold_85	19656	24036	-	hypothetical protein	None
W3030CG00230	scaffold_85	24904	26953	+	hypothetical protein	None
W3030CG00240	scaffold_85	27549	28197	-	hypothetical protein	None
W3030CG00250	scaffold_85	29309	32876	+	hypothetical protein	None
W3030CG00260	scaffold_85	33133	33514	-	hypothetical protein	None
W3030CG00270	scaffold_85	34205	34688	-	hypothetical protein	None
W3030CG00280	scaffold_85	36328	36790	-	hypothetical protein	None
W3030CG00290	scaffold_85	37661	38600	+	hypothetical protein	None
W3030CG00300	scaffold_85	38879	40814	-	hypothetical protein	None
W3030CG00310	scaffold_85	41552	45200	-	hypothetical protein	None
W3030CG00320	scaffold_85	45605	48521	-	hypothetical protein	None
W3030CG00330	scaffold_85	49173	49410	-	hypothetical protein	None
W3030CGtrna3	scaffold_85	35253	35325	-	None	None
W3030CGtrna3Q	scaffold_85	4303	4375	+	None	None
W3030CH00100	scaffold_86	1	1378	-	hypothetical protein	None
W3030CH00110	scaffold_86	2611	4657	+	hypothetical protein	None
W3030CH00120	scaffold_86	5122	9301	+	hypothetical protein	None
W3030CH00130	scaffold_86	9428	11801	-	hypothetical protein	None
W3030CH00140	scaffold_86	13278	16269	+	hypothetical protein	None
W3030CH00150	scaffold_86	16559	17000	-	hypothetical protein	None
W3030CH00160	scaffold_86	17265	17961	+	hypothetical protein	None
W3030CH00170	scaffold_86	18917	20267	-	hypothetical protein	None
W3030CH00180	scaffold_86	20776	21220	+	hypothetical protein	None
W3030CH00190	scaffold_86	21473	24317	-	hypothetical protein	None
W3030CH00200	scaffold_86	24608	25346	+	hypothetical protein	None
W3030CH00210	scaffold_86	25914	26481	-	hypothetical protein	None
W3030CH00220	scaffold_86	27169	28258	+	hypothetical protein	None
W3030CH00230	scaffold_86	28482	29472	-	hypothetical protein	None
W3030CH00240	scaffold_86	29822	31430	-	hypothetical protein	None
W3030CH00250	scaffold_86	31815	34077	+	hypothetical protein	None
W3030CH00260	scaffold_86	34445	35318	+	hypothetical protein	None
W3030CH00270	scaffold_86	35548	37624	-	hypothetical protein	None
W3030CH00280	scaffold_86	37823	42188	-	hypothetical protein	None
W3030CH00290	scaffold_86	42425	43118	-	hypothetical protein	None
W3030CH00300	scaffold_86	43371	44733	+	hypothetical protein	None
W3030CH00310	scaffold_86	44841	47103	-	hypothetical protein	None
W3030CH00320	scaffold_86	48187	49255	+	hypothetical protein	None
W3030CI00100	scaffold_87	531	1776	+	hypothetical protein	None
W3030CI00110	scaffold_87	2105	3295	+	hypothetical protein	None
W3030CI00120	scaffold_87	3350	4175	-	hypothetical protein	None
W3030CI00130	scaffold_87	4442	6449	-	hypothetical protein	None
W3030CI00140	scaffold_87	6627	6846	-	hypothetical protein	None
W3030CI00150	scaffold_87	7049	8195	+	hypothetical protein	None
W3030CI00160	scaffold_87	8936	10040	+	hypothetical protein	None
W3030CI00170	scaffold_87	10350	10641	-	hypothetical protein	None
W3030CI00180	scaffold_87	10827	12375	-	hypothetical protein	None
W3030CI00190	scaffold_87	12780	15111	-	hypothetical protein	None
W3030CI00200	scaffold_87	15473	18581	+	hypothetical protein	None
W3030CI00210	scaffold_87	18956	23273	-	hypothetical protein	None
W3030CI00220	scaffold_87	23781	24366	-	hypothetical protein	None
W3030CI00230	scaffold_87	24617	25943	-	hypothetical protein	None
W3030CI00240	scaffold_87	26219	27722	+	hypothetical protein	None
W3030CI00250	scaffold_87	27935	29171	+	hypothetical protein	None
W3030CI00260	scaffold_87	29348	31418	+	hypothetical protein	None
W3030CI00270	scaffold_87	31607	33779	-	hypothetical protein	None
W3030CI00280	scaffold_87	34279	38824	+	hypothetical protein	None
W3030CI00290	scaffold_87	39515	43190	+	hypothetical protein	None
W3030CI00300	scaffold_87	43439	44384	+	hypothetical protein	None
W3030CI00310	scaffold_87	44666	45527	+	hypothetical protein	None
W3030CI00320	scaffold_87	45726	47814	-	hypothetical protein	None
W3030CI00330	scaffold_87	48298	48868	-	hypothetical protein	None
W3030CJ00100	scaffold_88	1006	2239	-	hypothetical protein	None
W3030CJ00110	scaffold_88	2570	4373	-	hypothetical protein	None
W3030CJ00120	scaffold_88	5379	6120	+	hypothetical protein	None
W3030CJ00130	scaffold_88	6230	8684	-	hypothetical protein	None
W3030CJ00140	scaffold_88	8994	10638	-	hypothetical protein	None
W3030CJ00150	scaffold_88	11190	13644	+	hypothetical protein	None
W3030CJ00160	scaffold_88	13999	16279	+	hypothetical protein	None
W3030CJ00170	scaffold_88	16401	18768	-	hypothetical protein	None
W3030CJ00180	scaffold_88	19017	19842	-	hypothetical protein	None
W3030CJ00190	scaffold_88	19971	21246	-	hypothetical protein	None
W3030CJ00200	scaffold_88	21734	22181	+	hypothetical protein	None
W3030CJ00210	scaffold_88	22431	25272	+	hypothetical protein	None
W3030CJ00220	scaffold_88	25710	26583	+	hypothetical protein	None
W3030CJ00230	scaffold_88	26904	27210	+	hypothetical protein	None
W3030CJ00240	scaffold_88	27315	28101	-	hypothetical protein	None
W3030CJ00250	scaffold_88	28355	29285	+	hypothetical protein	None
W3030CJ00260	scaffold_88	29385	29700	-	hypothetical protein	None
W3030CJ00270	scaffold_88	29975	31211	-	hypothetical protein	None
W3030CJ00280	scaffold_88	31679	33140	+	hypothetical protein	None
W3030CJ00290	scaffold_88	33478	34885	+	hypothetical protein	None
W3030CJ00300	scaffold_88	34950	35904	-	hypothetical protein	None
W3030CJ00310	scaffold_88	37013	38227	+	hypothetical protein	None
W3030CJ00320	scaffold_88	38613	38946	+	hypothetical protein	None
W3030CJ00330	scaffold_88	39071	40901	-	hypothetical protein	None
W3030CJ00340	scaffold_88	41134	47254	+	hypothetical protein	None
W3030CJtrna11G	scaffold_88	47391	47462	-	None	None
W3030CK00100	scaffold_89	107	161	+	hypothetical protein	None
W3030CK00110	scaffold_89	793	2881	+	hypothetical protein	None
W3030CK00120	scaffold_89	3316	4738	+	hypothetical protein	None
W3030CK00130	scaffold_89	4980	6489	-	hypothetical protein	None
W3030CK00140	scaffold_89	6749	10259	-	hypothetical protein	None
W3030CK00150	scaffold_89	10464	11025	-	hypothetical protein	None
W3030CK00160	scaffold_89	11168	11960	-	hypothetical protein	None
W3030CK00170	scaffold_89	13876	15652	+	hypothetical protein	None
W3030CK00180	scaffold_89	17064	18363	+	hypothetical protein	None
W3030CK00190	scaffold_89	18716	19739	+	hypothetical protein	None
W3030CK00200	scaffold_89	20011	20734	-	hypothetical protein	None
W3030CK00210	scaffold_89	21904	27523	+	hypothetical protein	None
W3030CK00220	scaffold_89	28056	29688	+	hypothetical protein	None
W3030CK00230	scaffold_89	30260	31013	+	hypothetical protein	None
W3030CK00240	scaffold_89	31024	31564	-	hypothetical protein	None
W3030CK00250	scaffold_89	31781	33398	+	hypothetical protein	None
W3030CK00260	scaffold_89	33704	34898	-	hypothetical protein	None
W3030CK00270	scaffold_89	35580	36480	+	hypothetical protein	None
W3030CK00280	scaffold_89	36565	37579	-	hypothetical protein	None
W3030CK00290	scaffold_89	37770	38385	+	hypothetical protein	None
W3030CK00300	scaffold_89	38442	39960	-	hypothetical protein	None
W3030CK00310	scaffold_89	40204	42919	+	hypothetical protein	None
W3030CK00320	scaffold_89	43422	43848	-	hypothetical protein	None
W3030CK00330	scaffold_89	44836	45205	+	hypothetical protein	None
W3030CK00340	scaffold_89	45508	46084	-	hypothetical protein	None
W3030CKtrna9A	scaffold_89	160	367	+	None	None
W3030CL00100	scaffold_90	588	744	-	hypothetical protein	None
W3030CL00110	scaffold_90	2209	2986	+	hypothetical protein	None
W3030CL00120	scaffold_90	3191	3743	-	hypothetical protein	None
W3030CL00130	scaffold_90	4085	9032	+	hypothetical protein	None
W3030CL00140	scaffold_90	9569	11411	-	hypothetical protein	None
W3030CL00150	scaffold_90	12067	13273	-	hypothetical protein	None
W3030CL00160	scaffold_90	13696	15415	+	hypothetical protein	None
W3030CL00170	scaffold_90	15709	16342	+	hypothetical protein	None
W3030CL00180	scaffold_90	16803	18831	-	hypothetical protein	None
W3030CL00190	scaffold_90	19750	23311	+	hypothetical protein	None
W3030CL00200	scaffold_90	23444	24497	-	hypothetical protein	None
W3030CL00210	scaffold_90	24779	25943	-	hypothetical protein	None
W3030CL00220	scaffold_90	26109	26997	-	hypothetical protein	None
W3030CL00230	scaffold_90	27341	29591	+	hypothetical protein	None
W3030CL00240	scaffold_90	29737	31978	-	hypothetical protein	None
W3030CL00250	scaffold_90	32113	33055	+	hypothetical protein	None
W3030CL00260	scaffold_90	33160	33805	-	hypothetical protein	None
W3030CL00270	scaffold_90	33932	34631	-	hypothetical protein	None
W3030CL00280	scaffold_90	34909	37153	+	hypothetical protein	None
W3030CL00290	scaffold_90	37277	38318	-	hypothetical protein	None
W3030CL00300	scaffold_90	38946	39855	+	hypothetical protein	None
W3030CL00310	scaffold_90	39986	41759	-	hypothetical protein	None
W3030CL00320	scaffold_90	45253	46428	+	hypothetical protein	None
W3030CLtrna1P	scaffold_90	41978	42080	-	None	None
W3030CM00100	scaffold_91	336	1176	-	hypothetical protein	None
W3030CM00110	scaffold_91	2589	3603	+	hypothetical protein	None
W3030CM00120	scaffold_91	3996	4932	-	hypothetical protein	None
W3030CM00130	scaffold_91	5164	5824	-	hypothetical protein	None
W3030CM00140	scaffold_91	6372	7089	+	hypothetical protein	None
W3030CM00150	scaffold_91	7219	7747	-	hypothetical protein	None
W3030CM00160	scaffold_91	8022	9459	+	hypothetical protein	None
W3030CM00170	scaffold_91	9818	10337	+	hypothetical protein	None
W3030CM00180	scaffold_91	10783	11935	+	hypothetical protein	None
W3030CM00190	scaffold_91	12038	12962	-	hypothetical protein	None
W3030CM00200	scaffold_91	13242	15165	+	hypothetical protein	None
W3030CM00210	scaffold_91	15753	15912	+	hypothetical protein	None
W3030CM00220	scaffold_91	17359	19366	+	hypothetical protein	None
W3030CM00230	scaffold_91	20156	23864	+	hypothetical protein	None
W3030CM00240	scaffold_91	25095	31740	+	hypothetical protein	None
W3030CM00250	scaffold_91	32114	33185	+	hypothetical protein	None
W3030CM00260	scaffold_91	33296	35549	-	hypothetical protein	None
W3030CM00270	scaffold_91	35899	36844	-	hypothetical protein	None
W3030CM00280	scaffold_91	37615	37840	+	hypothetical protein	None
W3030CM00290	scaffold_91	38045	39275	-	hypothetical protein	None
W3030CM00300	scaffold_91	40189	40913	+	hypothetical protein	None
W3030CM00310	scaffold_91	41335	42478	+	hypothetical protein	None
W3030CM00320	scaffold_91	42771	43940	+	hypothetical protein	None
W3030CN00100	scaffold_92	433	862	+	hypothetical protein	None
W3030CN00110	scaffold_92	1813	3535	+	hypothetical protein	None
W3030CN00120	scaffold_92	5198	7604	-	hypothetical protein	None
W3030CN00130	scaffold_92	8050	9067	+	hypothetical protein	None
W3030CN00140	scaffold_92	9543	16047	+	hypothetical protein	None
W3030CN00150	scaffold_92	16163	17372	-	hypothetical protein	None
W3030CN00160	scaffold_92	17586	18351	+	hypothetical protein	None
W3030CN00170	scaffold_92	18403	19735	+	hypothetical protein	None
W3030CN00180	scaffold_92	19967	22706	+	hypothetical protein	None
W3030CN00190	scaffold_92	23624	24071	-	hypothetical protein	None
W3030CN00200	scaffold_92	24970	26233	+	hypothetical protein	None
W3030CN00210	scaffold_92	26415	27138	-	hypothetical protein	None
W3030CN00220	scaffold_92	27598	29473	+	hypothetical protein	None
W3030CN00230	scaffold_92	29574	29856	-	hypothetical protein	None
W3030CN00240	scaffold_92	30700	31915	+	hypothetical protein	None
W3030CN00250	scaffold_92	32217	34635	+	hypothetical protein	None
W3030CN00260	scaffold_92	34835	36122	-	hypothetical protein	None
W3030CN00270	scaffold_92	36404	37295	+	hypothetical protein	None
W3030CN00280	scaffold_92	37521	38982	-	hypothetical protein	None
W3030CN00290	scaffold_92	39205	40876	-	hypothetical protein	None
W3030CN00300	scaffold_92	41197	41878	+	hypothetical protein	None
W3030CNtrna6E	scaffold_92	4989	5061	+	None	None
W3030CNtrna7V	scaffold_92	22861	22984	-	None	None
W3030CO00100	scaffold_93	548	3485	-	hypothetical protein	None
W3030CO00110	scaffold_93	3858	5205	+	hypothetical protein	None
W3030CO00120	scaffold_93	5422	5827	+	hypothetical protein	None
W3030CO00130	scaffold_93	6420	7722	+	hypothetical protein	None
W3030CO00140	scaffold_93	8062	9100	-	hypothetical protein	None
W3030CO00150	scaffold_93	10060	10975	+	hypothetical protein	None
W3030CO00160	scaffold_93	12040	13219	+	hypothetical protein	None
W3030CO00170	scaffold_93	13833	16971	+	hypothetical protein	None
W3030CO00180	scaffold_93	17299	19960	+	hypothetical protein	None
W3030CO00190	scaffold_93	20476	22573	-	hypothetical protein	None
W3030CO00200	scaffold_93	23005	24193	-	hypothetical protein	None
W3030CO00210	scaffold_93	25204	33091	+	hypothetical protein	None
W3030CO00220	scaffold_93	34694	35750	+	hypothetical protein	None
W3030CO00230	scaffold_93	36276	36891	+	hypothetical protein	None
W3030CO00240	scaffold_93	37018	37978	-	hypothetical protein	None
