w303_gene_id	locus_tag	sc_gene_id	std_gene_name	erg_name	w303_scaffold	chromosome_id	start	end	strand	product
W3030D04810	W303_0D04810		YDR260C		w303_scaffold_4	CM007967.1	980408	980920	-	hypothetical protein
W3030D04820	W303_0D04820		YDR261C		w303_scaffold_4	CM007967.1	981212	982900	-	hypothetical protein
W3030Dtrna13S					w303_scaffold_4	CM007967.1	984665	984746	-	
W3030D04830	W303_0D04830				w303_scaffold_4	CM007967.1	986426	990466	+	hypothetical protein
W3030D04840	W303_0D04840				w303_scaffold_4	CM007967.1	994718	996040	-	hypothetical protein
W3030Dtrna14G					w303_scaffold_4	CM007967.1	996523	996593	+	
W3030D04850	W303_0D04850		YDR262W		w303_scaffold_4	CM007967.1	996825	997643	+	hypothetical protein
W3030D04860	W303_0D04860		YDR263C		w303_scaffold_4	CM007967.1	997933	999225	-	hypothetical protein
W3030D04870	W303_0D04870		YDR264C		w303_scaffold_4	CM007967.1	999720	1002014	-	hypothetical protein
W3030D04880	W303_0D04880		YDR265W		w303_scaffold_4	CM007967.1	1002555	1003568	+	hypothetical protein
W3030D04890	W303_0D04890		YDR266C		w303_scaffold_4	CM007967.1	1003795	1005714	-	hypothetical protein
W3030D04900	W303_0D04900		YDR267C		w303_scaffold_4	CM007967.1	1006201	1007193	-	hypothetical protein
W3030D04910	W303_0D04910		YDR268W		w303_scaffold_4	CM007967.1	1007695	1008834	+	hypothetical protein
W3030D04920	W303_0D04920		YDR270W		w303_scaffold_4	CM007967.1	1009366	1012380	+	hypothetical protein
W3030D04930	W303_0D04930		YDR272W		w303_scaffold_4	CM007967.1	1012701	1013525	+	hypothetical protein
W3030D04940	W303_0D04940		YDR273W		w303_scaffold_4	CM007967.1	1013867	1014964	+	hypothetical protein
W3030D04950	W303_0D04950		YOR044W		w303_scaffold_4	CM007967.1	1015942	1016649	+	hypothetical protein
W3030D04960	W303_0D04960		YDR276C		w303_scaffold_4	CM007967.1	1017166	1017333	-	hypothetical protein
W3030D04970	W303_0D04970		YDR277C		w303_scaffold_4	CM007967.1	1018091	1019392	-	hypothetical protein
W3030Dtrna8E					w303_scaffold_4	CM007967.1	1020896	1020967	-	
W3030D04980	W303_0D04980		YDR279W		w303_scaffold_4	CM007967.1	1023057	1024109	+	hypothetical protein
W3030D04990	W303_0D04990		YDR280W		w303_scaffold_4	CM007967.1	1024436	1025353	+	hypothetical protein
W3030D05000	W303_0D05000		YDR281C		w303_scaffold_4	CM007967.1	1025696	1026010	-	hypothetical protein
W3030D05010	W303_0D05010		YDR282C		w303_scaffold_4	CM007967.1	1027200	1028444	-	hypothetical protein
W3030D05020	W303_0D05020		YDR283C		w303_scaffold_4	CM007967.1	1028759	1033738	-	hypothetical protein
W3030D05030	W303_0D05030		YDR284C		w303_scaffold_4	CM007967.1	1034239	1035108	-	hypothetical protein
W3030D05040	W303_0D05040		YDR285W		w303_scaffold_4	CM007967.1	1036125	1038752	+	hypothetical protein
W3030D05050	W303_0D05050		YDR286C		w303_scaffold_4	CM007967.1	1038920	1039264	-	hypothetical protein
W3030D05060	W303_0D05060		YDR287W		w303_scaffold_4	CM007967.1	1039684	1040562	+	hypothetical protein
W3030D05070	W303_0D05070		YDR288W		w303_scaffold_4	CM007967.1	1040884	1041795	+	hypothetical protein
W3030D05080	W303_0D05080		YDR289C		w303_scaffold_4	CM007967.1	1041969	1043198	-	hypothetical protein
W3030D05090	W303_0D05090		YDR291W		w303_scaffold_4	CM007967.1	1043417	1046650	+	hypothetical protein
W3030D05100	W303_0D05100		YDR292C		w303_scaffold_4	CM007967.1	1046835	1048700	-	hypothetical protein
W3030D05110	W303_0D05110		YDR293C		w303_scaffold_4	CM007967.1	1050988	1053081	-	hypothetical protein
W3030D05120	W303_0D05120		YDR294C		w303_scaffold_4	CM007967.1	1054148	1055917	-	hypothetical protein
W3030D05130	W303_0D05130		YDR295C		w303_scaffold_4	CM007967.1	1056312	1058336	-	hypothetical protein
W3030D05140	W303_0D05140		YDR296W		w303_scaffold_4	CM007967.1	1058901	1059581	+	hypothetical protein
W3030D05150	W303_0D05150		YDR297W		w303_scaffold_4	CM007967.1	1060240	1061289	+	hypothetical protein
W3030D05160	W303_0D05160		YDR298C		w303_scaffold_4	CM007967.1	1061865	1062503	-	hypothetical protein
W3030D05170	W303_0D05170		YDR299W		w303_scaffold_4	CM007967.1	1063316	1064920	+	hypothetical protein
W3030D05180	W303_0D05180		YDR300C		w303_scaffold_4	CM007967.1	1065194	1066480	-	hypothetical protein
W3030D05190	W303_0D05190		YDR301W		w303_scaffold_4	CM007967.1	1067041	1071114	+	hypothetical protein
W3030D05200	W303_0D05200		YDR302W		w303_scaffold_4	CM007967.1	1071420	1072079	+	hypothetical protein
W3030D05210	W303_0D05210		YDR303C		w303_scaffold_4	CM007967.1	1072418	1075075	-	hypothetical protein
W3030D05220	W303_0D05220		YDR304C		w303_scaffold_4	CM007967.1	1075569	1076246	-	hypothetical protein
W3030D05230	W303_0D05230		YDR305C		w303_scaffold_4	CM007967.1	1077019	1077177	-	hypothetical protein
W3030D05240	W303_0D05240		YDR306C		w303_scaffold_4	CM007967.1	1077424	1078860	-	hypothetical protein
W3030Dtrna12V					w303_scaffold_4	CM007967.1	1079161	1079233	-	
W3030D05250	W303_0D05250		YDR307W		w303_scaffold_4	CM007967.1	1079554	1081542	+	hypothetical protein
W3030D05260	W303_0D05260		YDR308C		w303_scaffold_4	CM007967.1	1081716	1082138	-	hypothetical protein
W3030D05270	W303_0D05270		YDR309C		w303_scaffold_4	CM007967.1	1082738	1083889	-	hypothetical protein
W3030D05280	W303_0D05280		YDR310C		w303_scaffold_4	CM007967.1	1086418	1088046	-	hypothetical protein
W3030D05290	W303_0D05290		YDR311W		w303_scaffold_4	CM007967.1	1088795	1090723	+	hypothetical protein
W3030D05300	W303_0D05300		YDR312W		w303_scaffold_4	CM007967.1	1091311	1092672	+	hypothetical protein
W3030D05310	W303_0D05310		YDR313C		w303_scaffold_4	CM007967.1	1092949	1093809	-	hypothetical protein
W3030D05320	W303_0D05320		YDR314C		w303_scaffold_4	CM007967.1	1094163	1096241	-	hypothetical protein
W3030D05330	W303_0D05330		YDR315C		w303_scaffold_4	CM007967.1	1096471	1097316	-	hypothetical protein
W3030D05340	W303_0D05340		YDR316W		w303_scaffold_4	CM007967.1	1097493	1098908	+	hypothetical protein
W3030Dtrna7F					w303_scaffold_4	CM007967.1	1099100	1099191	-	
W3030D05350	W303_0D05350				w303_scaffold_4	CM007967.1	1099501	1103277	-	hypothetical protein
W3030D05360	W303_0D05360				w303_scaffold_4	CM007967.1	1103351	1104223	-	hypothetical protein
W3030D05370	W303_0D05370				w303_scaffold_4	CM007967.1	1105230	1106552	+	hypothetical protein
W3030D05380	W303_0D05380		YDR317W		w303_scaffold_4	CM007967.1	1111350	1112594	+	hypothetical protein
W3030D05390	W303_0D05390		YDR318W		w303_scaffold_4	CM007967.1	1112924	1114113	+	hypothetical protein
W3030D05400	W303_0D05400		YDR319C		w303_scaffold_4	CM007967.1	1114169	1114993	-	hypothetical protein
W3030D05410	W303_0D05410		YDR320C		w303_scaffold_4	CM007967.1	1115261	1117267	-	hypothetical protein
W3030D05420	W303_0D05420		YDR320C		w303_scaffold_4	CM007967.1	1117446	1117664	-	hypothetical protein
W3030D05430	W303_0D05430		YDR321W		w303_scaffold_4	CM007967.1	1117868	1119013	+	hypothetical protein
W3030D05440	W303_0D05440		YDR322W		w303_scaffold_4	CM007967.1	1119755	1119949	+	hypothetical protein
W3030D05450	W303_0D05450				w303_scaffold_4	CM007967.1	1120199	1121302	+	hypothetical protein
W3030D05460	W303_0D05460		YDR322C		w303_scaffold_4	CM007967.1	1121613	1121903	-	hypothetical protein
W3030D05470	W303_0D05470		YDR323C		w303_scaffold_4	CM007967.1	1122090	1123637	-	hypothetical protein
W3030D05480	W303_0D05480		YDR324C		w303_scaffold_4	CM007967.1	1124043	1126373	-	hypothetical protein
W3030D05490	W303_0D05490		YDR325W		w303_scaffold_4	CM007967.1	1126736	1129843	+	hypothetical protein
W3030D05500	W303_0D05500		YDR326C		w303_scaffold_4	CM007967.1	1130219	1134535	-	hypothetical protein
W3030D05510	W303_0D05510		YDR328C		w303_scaffold_4	CM007967.1	1135044	1135628	-	hypothetical protein
W3030D05520	W303_0D05520		YDR329C		w303_scaffold_4	CM007967.1	1135880	1137205	-	hypothetical protein
W3030D05530	W303_0D05530		YDR330W		w303_scaffold_4	CM007967.1	1137482	1138984	+	hypothetical protein
W3030D05540	W303_0D05540		YDR331W		w303_scaffold_4	CM007967.1	1139198	1140433	+	hypothetical protein
W3030D05550	W303_0D05550		YDR332W		w303_scaffold_4	CM007967.1	1140611	1142680	+	hypothetical protein
W3030D05560	W303_0D05560		YDR333C		w303_scaffold_4	CM007967.1	1142870	1145041	-	hypothetical protein
W3030D05570	W303_0D05570		YDR334W		w303_scaffold_4	CM007967.1	1145542	1150086	+	hypothetical protein
W3030D05580	W303_0D05580		YDR335W		w303_scaffold_4	CM007967.1	1150778	1154452	+	hypothetical protein
W3030D05590	W303_0D05590		YDR336W		w303_scaffold_4	CM007967.1	1154702	1155646	+	hypothetical protein
W3030D05600	W303_0D05600		YDR337W		w303_scaffold_4	CM007967.1	1155929	1156789	+	hypothetical protein
W3030D05610	W303_0D05610		YDR338C		w303_scaffold_4	CM007967.1	1156989	1159076	-	hypothetical protein
W3030D05620	W303_0D05620		YDR339C		w303_scaffold_4	CM007967.1	1159561	1160130	-	hypothetical protein
W3030Dtrna14S					w303_scaffold_4	CM007967.1	1160452	1160552	-	
W3030D05630	W303_0D05630		YDR341C		w303_scaffold_4	CM007967.1	1161759	1163582	-	hypothetical protein
W3030D05640	W303_0D05640		YDR342C		w303_scaffold_4	CM007967.1	1164172	1165884	-	hypothetical protein
W3030D05650	W303_0D05650		YDR343C		w303_scaffold_4	CM007967.1	1169564	1171276	-	hypothetical protein
W3030D05660	W303_0D05660		YHR096C		w303_scaffold_4	CM007967.1	1172913	1174616	-	hypothetical protein
W3030D05670	W303_0D05670		YDR346C		w303_scaffold_4	CM007967.1	1177170	1178615	-	hypothetical protein
W3030D05680	W303_0D05680		YDR347W		w303_scaffold_4	CM007967.1	1179134	1180099	+	hypothetical protein
W3030D05690	W303_0D05690		YDR348C		w303_scaffold_4	CM007967.1	1180282	1181781	-	hypothetical protein
W3030D05700	W303_0D05700		YDR349C		w303_scaffold_4	CM007967.1	1182732	1184522	-	hypothetical protein
W3030Dtrna6M					w303_scaffold_4	CM007967.1	1186175	1186247	+	
W3030D05710	W303_0D05710		YDR350C		w303_scaffold_4	CM007967.1	1186466	1188520	-	hypothetical protein
W3030D05720	W303_0D05720		YDR351W		w303_scaffold_4	CM007967.1	1189012	1191606	+	hypothetical protein
W3030D05730	W303_0D05730		YDR352W		w303_scaffold_4	CM007967.1	1192147	1193100	+	hypothetical protein
W3030D05740	W303_0D05740		YDR353W		w303_scaffold_4	CM007967.1	1193645	1194604	+	hypothetical protein
W3030D05750	W303_0D05750		YDR354W		w303_scaffold_4	CM007967.1	1195093	1196235	+	hypothetical protein
W3030D05760	W303_0D05760		YDR356W		w303_scaffold_4	CM007967.1	1196453	1199287	+	hypothetical protein
W3030D05770	W303_0D05770		YDR357C		w303_scaffold_4	CM007967.1	1199545	1199913	-	hypothetical protein
W3030D05780	W303_0D05780		YDR358W		w303_scaffold_4	CM007967.1	1200405	1202078	+	hypothetical protein
W3030D05790	W303_0D05790		YDR359C		w303_scaffold_4	CM007967.1	1202282	1205230	-	hypothetical protein
W3030D05800	W303_0D05800		YDR361C		w303_scaffold_4	CM007967.1	1205758	1206609	-	hypothetical protein
W3030D05810	W303_0D05810		YDR362C		w303_scaffold_4	CM007967.1	1207025	1209043	-	hypothetical protein
W3030D05820	W303_0D05820		YDR363W		w303_scaffold_4	CM007967.1	1209529	1210899	+	hypothetical protein
W3030Dtrna11K					w303_scaffold_4	CM007967.1	1212096	1212168	+	
W3030D05830	W303_0D05830		YDR363W		w303_scaffold_4	CM007967.1	1212474	1212743	+	hypothetical protein
W3030D05840	W303_0D05840		YDR364C		w303_scaffold_4	CM007967.1	1213189	1214556	-	hypothetical protein
W3030D05850	W303_0D05850		YDR365C		w303_scaffold_4	CM007967.1	1214843	1216729	-	hypothetical protein
W3030D05860	W303_0D05860		YDR367W		w303_scaffold_4	CM007967.1	1217271	1218037	+	hypothetical protein
W3030D05870	W303_0D05870		YDR368W		w303_scaffold_4	CM007967.1	1218327	1219265	+	hypothetical protein
W3030D05880	W303_0D05880		YDR369C		w303_scaffold_4	CM007967.1	1219439	1222003	-	hypothetical protein
W3030D05890	W303_0D05890		YDR370C		w303_scaffold_4	CM007967.1	1222205	1223533	-	hypothetical protein
W3030D05900	W303_0D05900		YDR371W		w303_scaffold_4	CM007967.1	1223836	1225371	+	hypothetical protein
W3030D05910	W303_0D05910		YDR372C		w303_scaffold_4	CM007967.1	1225535	1226572	-	hypothetical protein
W3030D05920	W303_0D05920		YDR373W		w303_scaffold_4	CM007967.1	1227182	1227754	+	hypothetical protein
W3030D05930	W303_0D05930		YDR374C		w303_scaffold_4	CM007967.1	1227897	1228817	-	hypothetical protein
W3030D05940	W303_0D05940		YDR374W		w303_scaffold_4	CM007967.1	1229180	1229449	+	hypothetical protein
W3030D05950	W303_0D05950		YDR375C		w303_scaffold_4	CM007967.1	1229589	1230959	-	hypothetical protein
W3030D05960	W303_0D05960		YDR376W		w303_scaffold_4	CM007967.1	1231245	1232726	+	hypothetical protein
W3030D05970	W303_0D05970		YDR377W		w303_scaffold_4	CM007967.1	1233034	1233339	+	hypothetical protein
W3030D05980	W303_0D05980		YDR378C		w303_scaffold_4	CM007967.1	1233772	1234143	-	hypothetical protein
W3030D05990	W303_0D05990		YDR379W		w303_scaffold_4	CM007967.1	1234590	1237619	+	hypothetical protein
W3030D06000	W303_0D06000		YDR379C		w303_scaffold_4	CM007967.1	1237701	1237940	-	hypothetical protein
W3030D06010	W303_0D06010		YDR380W		w303_scaffold_4	CM007967.1	1238641	1240548	+	hypothetical protein
W3030D06020	W303_0D06020		YDR381W		w303_scaffold_4	CM007967.1	1241758	1241937	+	hypothetical protein
W3030D06030	W303_0D06030		YDR381C		w303_scaffold_4	CM007967.1	1242735	1243280	-	hypothetical protein
W3030D06040	W303_0D06040		YDR382W		w303_scaffold_4	CM007967.1	1243915	1244247	+	hypothetical protein
W3030D06050	W303_0D06050		YDR383C		w303_scaffold_4	CM007967.1	1244383	1245141	-	hypothetical protein
W3030D06060	W303_0D06060		YDR384C		w303_scaffold_4	CM007967.1	1245628	1246455	-	hypothetical protein
W3030D06070	W303_0D06070		YDR385W		w303_scaffold_4	CM007967.1	1247654	1250182	+	hypothetical protein
W3030D06080	W303_0D06080		YDR386W		w303_scaffold_4	CM007967.1	1250508	1252406	+	hypothetical protein
W3030D06090	W303_0D06090		YDR387C		w303_scaffold_4	CM007967.1	1252578	1254245	-	hypothetical protein
W3030D06100	W303_0D06100				w303_scaffold_4	CM007967.1	1254610	1255902	+	hypothetical protein
W3030D06110	W303_0D06110		YFR024C		w303_scaffold_4	CM007967.1	1255818	1256099	+	hypothetical protein
W3030D06120	W303_0D06120		YDR389W		w303_scaffold_4	CM007967.1	1257002	1258966	+	hypothetical protein
W3030D06130	W303_0D06130		YDR390C		w303_scaffold_4	CM007967.1	1259402	1261312	-	hypothetical protein
W3030Dtrna15G					w303_scaffold_4	CM007967.1	1261473	1261544	-	
W3030D06140	W303_0D06140		YDR391C		w303_scaffold_4	CM007967.1	1261823	1262521	-	hypothetical protein
W3030D06150	W303_0D06150		YDR392W		w303_scaffold_4	CM007967.1	1263161	1264174	+	hypothetical protein
W3030D06160	W303_0D06160		YDR393W		w303_scaffold_4	CM007967.1	1264366	1265736	+	hypothetical protein
W3030D06170	W303_0D06170		YDR394W		w303_scaffold_4	CM007967.1	1266146	1267432	+	hypothetical protein
W3030D06180	W303_0D06180		YDR395W		w303_scaffold_4	CM007967.1	1267789	1270623	+	hypothetical protein
W3030D06190	W303_0D06190		YDR397C		w303_scaffold_4	CM007967.1	1270831	1271244	-	hypothetical protein
W3030D06200	W303_0D06200		YDR398W		w303_scaffold_4	CM007967.1	1271936	1273867	+	hypothetical protein
W3030D06210	W303_0D06210		YDR399W		w303_scaffold_4	CM007967.1	1274533	1275198	+	hypothetical protein
W3030D06220	W303_0D06220		YDR400W		w303_scaffold_4	CM007967.1	1275414	1276550	+	hypothetical protein
W3030D06230	W303_0D06230		YDR402C		w303_scaffold_4	CM007967.1	1276699	1278168	-	hypothetical protein
W3030D06240	W303_0D06240		YDR403W		w303_scaffold_4	CM007967.1	1279067	1280677	+	hypothetical protein
W3030D06250	W303_0D06250		YDR404C		w303_scaffold_4	CM007967.1	1281119	1281634	-	hypothetical protein
W3030D06260	W303_0D06260		YDR405W		w303_scaffold_4	CM007967.1	1282111	1282902	+	hypothetical protein
W3030D06270	W303_0D06270		YOR153W		w303_scaffold_4	CM007967.1	1283675	1288264	+	hypothetical protein
W3030D06280	W303_0D06280		YDR407C		w303_scaffold_4	CM007967.1	1288534	1292403	-	hypothetical protein
W3030D06290	W303_0D06290		YDR408C		w303_scaffold_4	CM007967.1	1292680	1293324	-	hypothetical protein
W3030D06300	W303_0D06300		YDR409W		w303_scaffold_4	CM007967.1	1293871	1296585	+	hypothetical protein
W3030D06310	W303_0D06310		YDR410C		w303_scaffold_4	CM007967.1	1296837	1297556	-	hypothetical protein
W3030D06320	W303_0D06320		YDR411C		w303_scaffold_4	CM007967.1	1297834	1298859	-	hypothetical protein
W3030D06330	W303_0D06330		YDR412W		w303_scaffold_4	CM007967.1	1299158	1299865	+	hypothetical protein
W3030D06340	W303_0D06340		YDR414C		w303_scaffold_4	CM007967.1	1300063	1301151	-	hypothetical protein
W3030D06350	W303_0D06350		YDR415C		w303_scaffold_4	CM007967.1	1301502	1302626	-	hypothetical protein
W3030D06360	W303_0D06360		YDR416W		w303_scaffold_4	CM007967.1	1302897	1305476	+	hypothetical protein
W3030D06370	W303_0D06370		YDR418W		w303_scaffold_4	CM007967.1	1306081	1306578	+	hypothetical protein
W3030D06380	W303_0D06380		YDR419W		w303_scaffold_4	CM007967.1	1307639	1309537	+	hypothetical protein
W3030Dtrna15S					w303_scaffold_4	CM007967.1	1310095	1310176	+	
W3030D06390	W303_0D06390		YDR420W		w303_scaffold_4	CM007967.1	1310731	1315971	+	hypothetical protein
W3030D06400	W303_0D06400		YDR421W		w303_scaffold_4	CM007967.1	1316336	1319188	+	hypothetical protein
W3030D06410	W303_0D06410		YDR422C		w303_scaffold_4	CM007967.1	1319622	1322213	-	hypothetical protein
W3030D06420	W303_0D06420		YML007W		w303_scaffold_4	CM007967.1	1322342	1323571	-	hypothetical protein
W3030D06430	W303_0D06430		YDR424C		w303_scaffold_4	CM007967.1	1323683	1323913	-	hypothetical protein
W3030D06440	W303_0D06440		YDR425W		w303_scaffold_4	CM007967.1	1324360	1326237	+	hypothetical protein
W3030D06450	W303_0D06450		YDR427W		w303_scaffold_4	CM007967.1	1326501	1327682	+	hypothetical protein
W3030D06460	W303_0D06460		YDR428C		w303_scaffold_4	CM007967.1	1327750	1328535	-	hypothetical protein
W3030D06470	W303_0D06470		YDR429C		w303_scaffold_4	CM007967.1	1328773	1329597	-	hypothetical protein
W3030D06480	W303_0D06480		YDR430C		w303_scaffold_4	CM007967.1	1329797	1332766	-	hypothetical protein
W3030D06490	W303_0D06490		YDR432W		w303_scaffold_4	CM007967.1	1333079	1334323	+	hypothetical protein
W3030D06500	W303_0D06500		YDR434W		w303_scaffold_4	CM007967.1	1335533	1337137	+	hypothetical protein
W3030D06510	W303_0D06510		YDR435C		w303_scaffold_4	CM007967.1	1337279	1338265	-	hypothetical protein
W3030D06520	W303_0D06520		YDR436W		w303_scaffold_4	CM007967.1	1339117	1341249	+	hypothetical protein
W3030D06530	W303_0D06530		YDR437W		w303_scaffold_4	CM007967.1	1341648	1342070	+	hypothetical protein
W3030D06540	W303_0D06540		YDR438W		w303_scaffold_4	CM007967.1	1342570	1343682	+	hypothetical protein
W3030D06550	W303_0D06550		YDR439W		w303_scaffold_4	CM007967.1	1343972	1345015	+	hypothetical protein
W3030D06560	W303_0D06560		YDR440W		w303_scaffold_4	CM007967.1	1346788	1348536	+	hypothetical protein
W3030D06570	W303_0D06570		YDR441C		w303_scaffold_4	CM007967.1	1348812	1349357	-	hypothetical protein
W3030D06580	W303_0D06580		YDR443C		w303_scaffold_4	CM007967.1	1349971	1354233	-	hypothetical protein
W3030D06590	W303_0D06590		YDR444W		w303_scaffold_4	CM007967.1	1354585	1356648	+	hypothetical protein
W3030Dtrna12K					w303_scaffold_4	CM007967.1	1356761	1356833	-	
W3030D06600	W303_0D06600		YDR446W		w303_scaffold_4	CM007967.1	1358020	1358928	+	hypothetical protein
W3030D06610	W303_0D06610		YDR447C		w303_scaffold_4	CM007967.1	1359124	1359363	-	hypothetical protein
W3030D06620	W303_0D06620		YDR448W		w303_scaffold_4	CM007967.1	1360360	1361664	+	hypothetical protein
W3030D06630	W303_0D06630		YDR449C		w303_scaffold_4	CM007967.1	1361923	1363245	-	hypothetical protein
W3030D06640	W303_0D06640		YDR450W		w303_scaffold_4	CM007967.1	1364266	1365141	+	hypothetical protein
W3030D06650	W303_0D06650		YDR451C		w303_scaffold_4	CM007967.1	1365463	1366524	-	hypothetical protein
W3030D06660	W303_0D06660		YDR452W		w303_scaffold_4	CM007967.1	1367221	1369245	+	hypothetical protein
W3030D06670	W303_0D06670		YDR453C		w303_scaffold_4	CM007967.1	1369415	1370005	-	hypothetical protein
W3030D06680	W303_0D06680		YDR454C		w303_scaffold_4	CM007967.1	1370607	1371170	-	hypothetical protein
W3030D06690	W303_0D06690		YDR456W		w303_scaffold_4	CM007967.1	1371828	1373729	+	hypothetical protein
W3030D06700	W303_0D06700		YDR457W		w303_scaffold_4	CM007967.1	1374133	1383939	+	hypothetical protein
W3030D06710	W303_0D06710		YDR458C		w303_scaffold_4	CM007967.1	1384398	1386389	-	hypothetical protein
W3030D06720	W303_0D06720		YDR459C		w303_scaffold_4	CM007967.1	1386662	1387786	-	hypothetical protein
W3030D06730	W303_0D06730		YDR460W		w303_scaffold_4	CM007967.1	1388154	1389119	+	hypothetical protein
W3030D06740	W303_0D06740		YDR461W		w303_scaffold_4	CM007967.1	1389519	1389629	+	hypothetical protein
W3030D06750	W303_0D06750		YDR461C		w303_scaffold_4	CM007967.1	1389867	1390112	-	hypothetical protein
W3030D06760	W303_0D06760		YDR462W		w303_scaffold_4	CM007967.1	1390416	1390859	+	hypothetical protein
W3030D06770	W303_0D06770		YDR463W		w303_scaffold_4	CM007967.1	1390985	1392718	+	hypothetical protein
W3030D06780	W303_0D06780		YDR464W		w303_scaffold_4	CM007967.1	1393215	1397522	+	hypothetical protein
W3030D06790	W303_0D06790		YDR465C		w303_scaffold_4	CM007967.1	1397679	1398917	-	hypothetical protein
W3030D06800	W303_0D06800		YDR466W		w303_scaffold_4	CM007967.1	1399464	1402160	+	hypothetical protein
W3030D06810	W303_0D06810		YDR468C		w303_scaffold_4	CM007967.1	1402369	1403043	-	hypothetical protein
W3030D06820	W303_0D06820		YDR469W		w303_scaffold_4	CM007967.1	1403358	1403885	+	hypothetical protein
W3030D06830	W303_0D06830		YDR470C		w303_scaffold_4	CM007967.1	1404049	1405557	-	hypothetical protein
W3030D06840	W303_0D06840		YDR471W		w303_scaffold_4	CM007967.1	1406494	1406907	+	hypothetical protein
W3030D06850	W303_0D06850		YDR472W		w303_scaffold_4	CM007967.1	1407665	1408516	+	hypothetical protein
W3030D06860	W303_0D06860		YDR473C		w303_scaffold_4	CM007967.1	1408788	1410197	-	hypothetical protein
W3030D06870	W303_0D06870		YDR475C		w303_scaffold_4	CM007967.1	1411807	1414437	-	hypothetical protein
W3030D06880	W303_0D06880		YDR476C		w303_scaffold_4	CM007967.1	1414796	1415470	-	hypothetical protein
W3030D06890	W303_0D06890		YDR477W		w303_scaffold_4	CM007967.1	1416717	1418618	+	hypothetical protein
W3030D06900	W303_0D06900		YDR478W		w303_scaffold_4	CM007967.1	1418919	1419515	+	hypothetical protein
W3030D06910	W303_0D06910		YDR479C		w303_scaffold_4	CM007967.1	1419554	1421218	-	hypothetical protein
W3030D06920	W303_0D06920		YDR480W		w303_scaffold_4	CM007967.1	1421743	1422714	+	hypothetical protein
W3030D06930	W303_0D06930		YDR481C		w303_scaffold_4	CM007967.1	1422894	1424594	-	hypothetical protein
W3030D06940	W303_0D06940		YDR482C		w303_scaffold_4	CM007967.1	1424775	1425182	-	hypothetical protein
W3030D06950	W303_0D06950		YDR483W		w303_scaffold_4	CM007967.1	1425501	1426829	+	hypothetical protein
W3030D06960	W303_0D06960		YDR484W		w303_scaffold_4	CM007967.1	1427107	1429032	+	hypothetical protein
W3030D06970	W303_0D06970		YDR485C		w303_scaffold_4	CM007967.1	1429164	1431596	-	hypothetical protein
W3030D06980	W303_0D06980		YDR486C		w303_scaffold_4	CM007967.1	1431775	1432563	-	hypothetical protein
W3030D06990	W303_0D06990		YDR487C		w303_scaffold_4	CM007967.1	1432698	1433324	-	hypothetical protein
W3030D07000	W303_0D07000		YDR488C		w303_scaffold_4	CM007967.1	1433532	1435133	-	hypothetical protein
W3030D07010	W303_0D07010		YDR489W		w303_scaffold_4	CM007967.1	1435356	1436240	+	hypothetical protein
W3030D07020	W303_0D07020		YDR490C		w303_scaffold_4	CM007967.1	1436312	1438612	-	hypothetical protein
W3030D07030	W303_0D07030		YDR492W		w303_scaffold_4	CM007967.1	1439268	1440218	+	hypothetical protein
W3030D07040	W303_0D07040		YDR493W		w303_scaffold_4	CM007967.1	1440561	1440932	+	hypothetical protein
W3030D07050	W303_0D07050		YDR494W		w303_scaffold_4	CM007967.1	1441274	1442359	+	hypothetical protein
W3030D07060	W303_0D07060		YDR495C		w303_scaffold_4	CM007967.1	1442459	1445494	-	hypothetical protein
W3030D07070	W303_0D07070		YDR496C		w303_scaffold_4	CM007967.1	1445777	1447747	-	hypothetical protein
W3030D07080	W303_0D07080		YDR497C		w303_scaffold_4	CM007967.1	1448057	1449811	-	hypothetical protein
W3030D07090	W303_0D07090		YDR498C		w303_scaffold_4	CM007967.1	1450187	1451338	-	hypothetical protein
W3030D07100	W303_0D07100		YDR499W		w303_scaffold_4	CM007967.1	1452174	1454417	+	hypothetical protein
W3030D07110	W303_0D07110		YDR500C		w303_scaffold_4	CM007967.1	1454542	1454619	-	hypothetical protein
W3030D07120	W303_0D07120		YDR501W		w303_scaffold_4	CM007967.1	1455697	1457262	+	hypothetical protein
W3030D07130	W303_0D07130		YDR502C		w303_scaffold_4	CM007967.1	1457654	1458808	-	hypothetical protein
W3030D07140	W303_0D07140		YDR503C		w303_scaffold_4	CM007967.1	1459386	1460210	-	hypothetical protein
W3030D07150	W303_0D07150		YDR505C		w303_scaffold_4	CM007967.1	1461039	1463564	-	hypothetical protein
W3030D07160	W303_0D07160		YDR506C		w303_scaffold_4	CM007967.1	1464072	1465898	-	hypothetical protein
W3030Dtrna18L					w303_scaffold_4	CM007967.1	1466059	1466173	-	
W3030D07170	W303_0D07170		YCL024W		w303_scaffold_4	CM007967.1	1466702	1470130	-	hypothetical protein
W3030D07180	W303_0D07180		YCL025C		w303_scaffold_4	CM007967.1	1470797	1472788	-	hypothetical protein
W3030D07190	W303_0D07190		YDR510W		w303_scaffold_4	CM007967.1	1473744	1474049	+	hypothetical protein
W3030D07200	W303_0D07200		YDR511W		w303_scaffold_4	CM007967.1	1474361	1474762	+	hypothetical protein
W3030D07210	W303_0D07210		YDR512C		w303_scaffold_4	CM007967.1	1474844	1475407	-	hypothetical protein
